heathcareAlertId,e_nric,date,location_id,description
558,T9832954J,2021-17-05,114336,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
559,F6084973X,2021-17-05,227137,twentyseven new community COVID nineteen cases in Singapore 
560,T6893162I,2021-17-05,868828,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
561,S1449094I,2021-17-05,150148,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
562,T5748511B,2021-17-05,587055,twentyseven new community COVID nineteen cases in Singapore 
563,G1043051N,2021-17-05,109599,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
564,F7138303L,2021-17-05,288006,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
565,S5783713F,2021-17-05,665949,twentyseven new community COVID nineteen cases in Singapore 
566,S0122796C,2021-17-05,855642,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
567,G9827920U,2021-17-05,875628,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
568,G6888856K,2021-17-05,145644,twentyseven new community COVID nineteen cases in Singapore 
569,T0241642A,2021-17-05,541585,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
570,G7217844R,2021-17-05,436576,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
571,T8575203G,2021-17-05,435933,twentyseven new community COVID nineteen cases in Singapore 
572,G7062327M,2021-17-05,376978,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
573,T2854079A,2021-17-05,409183,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
574,S0257771B,2021-17-05,923225,twentyseven new community COVID nineteen cases in Singapore 
575,S7058080B,2021-17-05,526858,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
576,F2646744Q,2021-17-05,787899,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
577,T1250075G,2021-17-05,848959,twentyseven new community COVID nineteen cases in Singapore 
578,G1115971R,2021-17-05,345494,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
579,G3216504X,2021-17-05,698301,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
580,S7414048C,2021-17-05,395038,twentyseven new community COVID nineteen cases in Singapore 
581,T8989701C,2021-17-05,891103,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
582,S3974583F,2021-17-05,938520,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
583,T3634815H,2021-17-05,394447,twentyseven new community COVID nineteen cases in Singapore 
584,T3084069G,2021-17-05,588074,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
585,T1003053B,2021-17-05,162410,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
586,T4411351H,2021-17-05,198453,twentyseven new community COVID nineteen cases in Singapore 
587,T4870464B,2021-17-05,841919,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
588,G5797205Q,2021-17-05,272998,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
589,S0112513C,2021-17-05,225193,twentyseven new community COVID nineteen cases in Singapore 
590,F3679987X,2021-17-05,844362,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
591,G5802896M,2021-17-05,791093,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
592,S7632375E,2021-17-05,444999,twentyseven new community COVID nineteen cases in Singapore 
593,G2086964Q,2021-17-05,400632,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
594,S1598313B,2021-17-05,135195,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
595,F2855743N,2021-17-05,121143,twentyseven new community COVID nineteen cases in Singapore 
596,S1705518F,2021-17-05,937521,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
597,F5564875K,2021-17-05,179165,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
598,S2085770F,2021-17-05,310692,twentyseven new community COVID nineteen cases in Singapore 
599,F0962010U,2021-17-05,123853,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
600,F0230858N,2021-17-05,271003,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
601,S7994218I,2021-17-05,589268,twentyseven new community COVID nineteen cases in Singapore 
602,F6174329N,2021-17-05,771208,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
603,F2842025X,2021-17-05,990636,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
604,T7481482J,2021-17-05,357858,twentyseven new community COVID nineteen cases in Singapore 
605,S3364118D,2021-17-05,805215,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
606,F5351361K,2021-17-05,957313,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
607,S8610612D,2021-17-05,945516,twentyseven new community COVID nineteen cases in Singapore 
608,G6315391K,2021-17-05,359856,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
609,F8734092U,2021-17-05,182197,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
610,F9479278U,2021-17-05,165439,twentyseven new community COVID nineteen cases in Singapore 
611,F6938913U,2021-17-05,729202,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
612,G6357287Q,2021-17-05,964887,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
613,G5708128M,2021-17-05,958015,twentyseven new community COVID nineteen cases in Singapore 
614,F3078257R,2021-17-05,944879,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
615,T8176468E,2021-17-05,591606,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
616,T6280916C,2021-17-05,592865,twentyseven new community COVID nineteen cases in Singapore 
617,T3315630D,2021-17-05,101450,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
618,G4786376M,2021-17-05,794466,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
619,G5417797L,2021-17-05,391635,twentyseven new community COVID nineteen cases in Singapore 
620,F9750533X,2021-17-05,121450,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
621,T7730421A,2021-17-05,248075,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
622,F9764541T,2021-17-05,485306,twentyseven new community COVID nineteen cases in Singapore 
623,S4927537D,2021-17-05,803812,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
624,G6821178L,2021-17-05,157709,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
625,S3477117J,2021-17-05,993418,twentyseven new community COVID nineteen cases in Singapore 
626,G8720997R,2021-17-05,860672,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
627,T5712006H,2021-17-05,440763,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
628,G0706206R,2021-17-05,909473,twentyseven new community COVID nineteen cases in Singapore 
629,T8802331A,2021-17-05,471546,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
630,F1740717K,2021-17-05,119555,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
631,G0606485Q,2021-17-05,896178,twentyseven new community COVID nineteen cases in Singapore 
632,T5411870D,2021-17-05,250850,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
633,T9213050E,2021-17-05,533612,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
634,T6537697G,2021-17-05,642159,twentyseven new community COVID nineteen cases in Singapore 
635,T3351505C,2021-17-05,816617,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
636,S6518511C,2021-17-05,747078,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
637,T7466629E,2021-17-05,867021,twentyseven new community COVID nineteen cases in Singapore 
638,F6815266Q,2021-17-05,991215,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
639,S8967593F,2021-17-05,119617,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
640,S9518610F,2021-17-05,974115,twentyseven new community COVID nineteen cases in Singapore 
641,T4865793H,2021-17-05,614876,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
642,F3702569X,2021-17-05,867585,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
643,G3469048R,2021-17-05,511638,twentyseven new community COVID nineteen cases in Singapore 
644,F4185070K,2021-17-05,968095,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
645,G7672643X,2021-17-05,543749,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
646,T9767734J,2021-17-05,704070,twentyseven new community COVID nineteen cases in Singapore 
647,F1082033L,2021-17-05,129244,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
648,T6055250E,2021-17-05,115465,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
649,S2328331Z,2021-17-05,184834,twentyseven new community COVID nineteen cases in Singapore 
650,G8175198L,2021-17-05,583998,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
651,F2624537X,2021-17-05,667792,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
652,G3577200L,2021-17-05,255639,twentyseven new community COVID nineteen cases in Singapore 
653,F3346919P,2021-17-05,672690,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
654,T3338579F,2021-17-05,427161,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
655,G7407807P,2021-17-05,145587,twentyseven new community COVID nineteen cases in Singapore 
656,S3758462B,2021-17-05,291620,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
657,T9226308D,2021-17-05,699428,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
658,S0863007J,2021-17-05,263271,twentyseven new community COVID nineteen cases in Singapore 
659,F2177749T,2021-17-05,758941,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
660,G1739050W,2021-17-05,278276,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
661,F6818479R,2021-17-05,140074,twentyseven new community COVID nineteen cases in Singapore 
662,G0181515L,2021-17-05,460928,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
663,G3608436M,2021-17-05,914498,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
664,T7672150A,2021-17-05,590863,twentyseven new community COVID nineteen cases in Singapore 
665,F8437303Q,2021-17-05,635329,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
666,F7929941M,2021-17-05,676636,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
667,F0502982K,2021-17-05,271534,twentyseven new community COVID nineteen cases in Singapore 
668,F7059003N,2021-17-05,519475,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
669,S2097439G,2021-17-05,670580,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
670,G3525394M,2021-17-05,931749,twentyseven new community COVID nineteen cases in Singapore 
671,S8560037J,2021-17-05,337622,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
672,S2104941G,2021-17-05,620977,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
673,T8496507Z,2021-17-05,839037,twentyseven new community COVID nineteen cases in Singapore 
674,S2550708H,2021-17-05,826200,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
675,G1725936P,2021-17-05,720626,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
676,S4229436E,2021-17-05,102028,twentyseven new community COVID nineteen cases in Singapore 
677,T9562007D,2021-17-05,916699,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
678,T7224580B,2021-17-05,479302,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
679,S0827410Z,2021-17-05,554294,twentyseven new community COVID nineteen cases in Singapore 
680,G7495394N,2021-17-05,681755,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
681,G9224957W,2021-17-05,842831,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
682,T8586332G,2021-17-05,513611,twentyseven new community COVID nineteen cases in Singapore 
683,T9135788C,2021-17-05,707882,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
684,G5095482Q,2021-17-05,746321,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
685,F9819803L,2021-17-05,375339,twentyseven new community COVID nineteen cases in Singapore 
686,F2939161X,2021-17-05,386399,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
687,T4508464C,2021-17-05,366627,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
688,G9200295R,2021-17-05,975078,twentyseven new community COVID nineteen cases in Singapore 
689,G8187993T,2021-17-05,237710,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
690,F6098090W,2021-17-05,242771,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
691,G3742638K,2021-17-05,724895,twentyseven new community COVID nineteen cases in Singapore 
692,T1501418G,2021-17-05,618023,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
693,G9500037T,2021-17-05,137088,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
694,T3507608A,2021-17-05,754586,twentyseven new community COVID nineteen cases in Singapore 
695,T0138502F,2021-17-05,547214,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
696,F3595021N,2021-17-05,685117,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
697,F7008190M,2021-17-05,343320,twentyseven new community COVID nineteen cases in Singapore 
698,S1137426C,2021-17-05,955197,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
699,G7666157Q,2021-17-05,292745,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
700,G5463035U,2021-17-05,762531,twentyseven new community COVID nineteen cases in Singapore 
701,G5443076R,2021-17-05,769238,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
702,S3657716I,2021-17-05,914681,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
703,S4156584E,2021-17-05,570889,twentyseven new community COVID nineteen cases in Singapore 
704,S1932412E,2021-17-05,459821,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
705,S5060508F,2021-17-05,147177,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
706,F2829119K,2021-17-05,685577,twentyseven new community COVID nineteen cases in Singapore 
707,S9072960H,2021-17-05,654479,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
708,F4395704W,2021-17-05,668715,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
709,T4711897I,2021-17-05,275092,twentyseven new community COVID nineteen cases in Singapore 
710,S4220260F,2021-17-05,651814,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
711,S8515233E,2021-17-05,566690,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
712,F2263346P,2021-17-05,265341,twentyseven new community COVID nineteen cases in Singapore 
713,S7047131J,2021-17-05,721542,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
714,G0116701X,2021-17-05,918716,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
715,T6787490G,2021-17-05,576476,twentyseven new community COVID nineteen cases in Singapore 
716,S8410535Z,2021-17-05,920686,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
717,G5494679T,2021-17-05,548075,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
718,S8119334G,2021-17-05,930480,twentyseven new community COVID nineteen cases in Singapore 
719,S1943453B,2021-17-05,616005,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
720,G4587578X,2021-17-05,202756,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
721,T7136921D,2021-17-05,255802,twentyseven new community COVID nineteen cases in Singapore 
722,G0273520U,2021-17-05,861956,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
723,T2594427A,2021-17-05,543687,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
724,S4969034G,2021-17-05,977768,twentyseven new community COVID nineteen cases in Singapore 
725,S2340700J,2021-17-05,986544,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
726,G5217105P,2021-17-05,550288,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
727,G1435210X,2021-17-05,872676,twentyseven new community COVID nineteen cases in Singapore 
728,F1950148P,2021-17-05,539850,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
729,F1745928R,2021-17-05,476735,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
730,T0904037J,2021-17-05,243464,twentyseven new community COVID nineteen cases in Singapore 
731,T6320560A,2021-17-05,667971,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
732,F0197451M,2021-17-05,362382,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
733,F6904119K,2021-17-05,488908,twentyseven new community COVID nineteen cases in Singapore 
734,F3713985T,2021-17-05,764084,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
735,F8788138P,2021-17-05,775435,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
736,F3400490X,2021-17-05,164653,twentyseven new community COVID nineteen cases in Singapore 
737,G7841569Q,2021-17-05,571718,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
738,S2623307J,2021-17-05,941846,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
739,S5202389J,2021-17-05,180564,twentyseven new community COVID nineteen cases in Singapore 
740,F3836708X,2021-17-05,333235,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
741,G5850980P,2021-17-05,674475,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
742,T7561360H,2021-17-05,406681,twentyseven new community COVID nineteen cases in Singapore 
743,T8611712B,2021-17-05,980813,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
744,S8237957F,2021-17-05,818895,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
745,G3248728P,2021-17-05,418930,twentyseven new community COVID nineteen cases in Singapore 
746,S6341588Z,2021-17-05,139353,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
747,G9879661X,2021-17-05,178182,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
748,T8169479B,2021-17-05,883542,twentyseven new community COVID nineteen cases in Singapore 
749,S6737104F,2021-17-05,133249,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
750,F9414785U,2021-17-05,823008,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
751,G4601056L,2021-17-05,586878,twentyseven new community COVID nineteen cases in Singapore 
752,S1044271J,2021-17-05,702547,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
753,S5746206Z,2021-17-05,451190,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
754,S6112269I,2021-17-05,168054,twentyseven new community COVID nineteen cases in Singapore 
755,T0445621H,2021-17-05,993075,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
756,G1900071R,2021-17-05,391565,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
757,T6959194E,2021-17-05,448482,twentyseven new community COVID nineteen cases in Singapore 
758,S8679092J,2021-17-05,328272,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
759,T0220838A,2021-17-05,302843,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
760,F3001312M,2021-17-05,149345,twentyseven new community COVID nineteen cases in Singapore 
761,T2484079J,2021-17-05,529811,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
762,F2769694P,2021-17-05,473630,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
763,G9581887R,2021-17-05,245021,twentyseven new community COVID nineteen cases in Singapore 
764,G2567540T,2021-17-05,711335,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
765,F9403420P,2021-17-05,879290,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
766,S0546419F,2021-17-05,614100,twentyseven new community COVID nineteen cases in Singapore 
767,S0302824J,2021-17-05,960642,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
768,S3695336E,2021-17-05,248258,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
769,F3498041K,2021-17-05,630024,twentyseven new community COVID nineteen cases in Singapore 
770,S8423422B,2021-17-05,607906,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
771,S5778971I,2021-17-05,832032,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
772,G5933815W,2021-17-05,442806,twentyseven new community COVID nineteen cases in Singapore 
773,G7392831T,2021-17-05,388482,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
774,G4758564W,2021-17-05,460273,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
775,T2802441F,2021-17-05,800870,twentyseven new community COVID nineteen cases in Singapore 
776,T6414972A,2021-17-05,513447,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
777,G6422024T,2021-17-05,817688,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
778,S5591110Z,2021-17-05,397850,twentyseven new community COVID nineteen cases in Singapore 
779,F7839009M,2021-17-05,954572,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
780,S3506413C,2021-17-05,563008,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
781,S9782103H,2021-17-05,830736,twentyseven new community COVID nineteen cases in Singapore 
782,F4812109T,2021-17-05,735952,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
783,T9183703F,2021-17-05,214662,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
784,G3430619U,2021-17-05,329668,twentyseven new community COVID nineteen cases in Singapore 
785,S5650733G,2021-17-05,154161,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
786,F6956231X,2021-17-05,805467,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
787,S3652152Z,2021-17-05,254989,twentyseven new community COVID nineteen cases in Singapore 
788,S1200731J,2021-17-05,123040,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
789,G0925637M,2021-17-05,787631,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
790,F9338851T,2021-17-05,853953,twentyseven new community COVID nineteen cases in Singapore 
791,S3272486H,2021-17-05,669251,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
792,F3801810T,2021-17-05,356326,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
793,T5885314Z,2021-17-05,812704,twentyseven new community COVID nineteen cases in Singapore 
794,F8685334P,2021-17-05,919944,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
795,F1615705T,2021-17-05,636833,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
796,G9965224T,2021-17-05,117702,twentyseven new community COVID nineteen cases in Singapore 
797,T7873037J,2021-17-05,723027,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
798,T6259376D,2021-17-05,928623,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
799,T5550060B,2021-17-05,289062,twentyseven new community COVID nineteen cases in Singapore 
800,G5673182U,2021-17-05,721882,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
801,S6397901E,2021-17-05,931036,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
802,S4719955G,2021-17-05,396700,twentyseven new community COVID nineteen cases in Singapore 
803,T7030437B,2021-17-05,470563,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
804,F5077862L,2021-17-05,889773,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
805,S5239981E,2021-17-05,124226,twentyseven new community COVID nineteen cases in Singapore 
806,F5171198W,2021-17-05,662724,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
807,T6708363B,2021-17-05,703292,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
808,S4872415I,2021-17-05,668626,twentyseven new community COVID nineteen cases in Singapore 
809,F3479307R,2021-17-05,874818,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
810,S0457571G,2021-17-05,386124,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
811,S4172463C,2021-17-05,354194,twentyseven new community COVID nineteen cases in Singapore 
812,S5664937I,2021-17-05,234849,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
813,S5423869Z,2021-17-05,495099,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
814,F2292505U,2021-17-05,627417,twentyseven new community COVID nineteen cases in Singapore 
815,F4685800W,2021-17-05,216569,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
816,G9399957L,2021-17-05,802087,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
817,G0206171L,2021-17-05,546745,twentyseven new community COVID nineteen cases in Singapore 
818,G7898120U,2021-17-05,520796,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
819,T9930567Z,2021-17-05,582558,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
820,G7845138L,2021-17-05,947075,twentyseven new community COVID nineteen cases in Singapore 
821,F9507705Q,2021-17-05,270659,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
822,S8521956A,2021-17-05,921341,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
823,S5200307E,2021-17-05,673572,twentyseven new community COVID nineteen cases in Singapore 
824,G6157556T,2021-17-05,299470,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
825,S7689550C,2021-17-05,646104,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
826,G8506253R,2021-17-05,107202,twentyseven new community COVID nineteen cases in Singapore 
827,S2701098I,2021-17-05,685272,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
828,S5129681H,2021-17-05,299826,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
829,G1513637K,2021-17-05,734206,twentyseven new community COVID nineteen cases in Singapore 
830,F7496394M,2021-17-05,464773,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
831,F4356013K,2021-17-05,368208,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
832,G1648606Q,2021-17-05,749274,twentyseven new community COVID nineteen cases in Singapore 
833,S1450827I,2021-17-05,365776,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
834,S1274478A,2021-17-05,883792,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
835,F8063368T,2021-17-05,332329,twentyseven new community COVID nineteen cases in Singapore 
836,F3290604N,2021-17-05,533225,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
